id,title,titleJa,titleEn,image,mean,rank,num_list_users,num_scoring_users,num_episodes,start_date,end_date,media_type,status,rating,average_episode_duration,genres,studios
1037,Saint Beast: Seijuu Kourin-hen???,セイント・ビースト～聖獣降臨編～???,,https://cdn.myanimelist.net/images/anime/11/23705.webp,5.97,10163,10038,3119,6,08-05-2003,13-06-2003,tv,finished_airing,pg_13,1500,"Action, Fantasy, Supernatural",Tokyo Kids
1038,Mizuiro???,みずいろ!!,,https://cdn.myanimelist.net/images/anime/12/9394.webp,5.72,NaN,2950,1007,2,23-08-2002,06-12-2002,ova,finished_airing,rx,1800,Hentai,Arms
1039,Mizuiro (2003),みずいろ (2003)???,,https://cdn.myanimelist.net/images/anime/13/49473.webp,6.3,8349,4585,2035,2,25-04-2003,10-10-2003,ova,finished_airing,pg_13,1745,"Drama, Romance, Supernatural",OLM
1040,Mizuiro Jidai,水色時代???,,https://cdn.myanimelist.net/images/anime/1151/133513.jpg,6.99,4473,5860,1648,47,04-04-1996,27-02-1997,tv,finished_airing,pg_13,1500,"Drama, Romance, School, Shoujo",Studio Comet
1041,Zetsuai 1989???,絶愛-1989-!!,,https://cdn.myanimelist.net/images/anime/1998/116562.webp,6.3,,13996,6942,1,29-07-1992,29-07-1992,ova,finished_airing,pg_13,2752,"Boys Love, Drama, Erotica, Music, Sports",Madhouse
1042,Bronze: Zetsuai Since 1989,BRONZE zetsuai since 1989???,,https://cdn.myanimelist.net/images/anime/5/73227.jpg,6.32,,11465,5945,1,04-12-1996,04-12-1996,ova,finished_airing,r,2918,"Boys Love, Drama, Erotica, Music, Sports",Production I.G
1043,Tokyo Babylon???,東京ＢＡＢＹＬＯＮ,,https://cdn.myanimelist.net/images/anime/12/20546.jpg,6.67,6119,20610,8801,2,21-10-1992,21-03-1994,ova,finished_airing,r,2941,"Action, Drama, Mystery, Shoujo, Supernatural",animate Film
1044,Taiyou no Ouji: Horus no Daibouken,,Horus: Prince of the Sun!!,https://cdn.myanimelist.net/images/anime/1181/147218.webp,NaN,7262,9882,4790,1,21-07-1968,21-07-1968,movie,finished_airing,g,4920,"Adventure, Drama",Toei Animation
1045,Elf wo Karu Mono-tachi,エルフを狩るモノたち!!,Those Who Hunt Elves!!,https://cdn.myanimelist.net/images/anime/13/74219.webp,6.96,4578,28990,11417,12,04-10-1996,20-12-1996,tv,finished_airing,pg_13,1440,"Adventure, Comedy, Ecchi, Fantasy, Isekai, Shounen",Group TAC
1046,Elf wo Karu Mono-tachi II!!,エルフを狩るモノたち II,Those Who Hunt Elves II???,https://cdn.myanimelist.net/images/anime/1919/92736.webp,6.97,4565,14650,7401,12,02-10-1997,25-12-1997,tv,finished_airing,pg_13,1440,"Adventure, Comedy, Fantasy, Isekai, Shounen",Group TAC
1047,On Your Mark,On Your Mark CHAGE & ASKA,On Your Mark,https://cdn.myanimelist.net/images/anime/10/81234.jpg,7.46,,42033,20265,1,29-06-1995,29-06-1995,music,finished_airing,g,409,"Drama, Music, Sci-Fi",Studio Ghibli
1048,The SoulTaker: Tamashii-gari,The SoulTaker～魂狩～???,SoulTaker!!,https://cdn.myanimelist.net/images/anime/9/11004.jpg,6.32,8222,NaN,NaN,13,04-04-2001,04-07-2001,tv,finished_airing,pg_13,1500,"Horror, Mythology, Supernatural",Tatsunoko Production
1049,Cello Hiki no Gauche (1982),セロ弾きのゴーシュ,Gauche the Cellist,https://cdn.myanimelist.net/images/anime/9/36627.jpg,6.88,4981,15401,6066,NaN,23-01-1982,23-01-1982,movie,finished_airing,g,3691,"Award Winning, Drama, Fantasy, Kids, Music",Oh! Production
1050,Bobobo-bo Bo-bobo!!,ボボボーボ・ボーボボ???,Bobobo-bo Bo-bobo!!,https://cdn.myanimelist.net/images/anime/1293/136965.jpg,7.5,1970,97992,40307,76,08-11-2003,15-10-2005,tv,finished_airing,pg_13,1535,"Adventure, Comedy, Gag Humor, Parody, Sci-Fi, Shounen",Toei Animation
1051,Ao no 6-gou,青の6号,Blue Submarine No. 6,https://cdn.myanimelist.net/images/anime/3/20750.webp,6.98,4492,61766,24688,4,25-10-1998,25-03-2000,ova,finished_airing,pg_13,1905,"Action, Adventure, Award Winning, Mecha, Military, Sci-Fi, Shounen",Gonzo
1052,Tokyo Juushouden,倒凶十将伝???,Ten Tokyo Warriors!!,https://cdn.myanimelist.net/images/anime/1534/100531.jpg,5.26,12877,2675,992,3,23-07-1999,21-01-2000,ova,finished_airing,pg_13,1600,"Action, Adventure, Supernatural",Zexcs
1053,Tokyo Daigaku Monogatari!!,東京大学物語,,https://cdn.myanimelist.net/images/anime/1762/112262.webp,4.79,13538,3849,1468,2,24-02-2004,24-03-2004,ova,finished_airing,r,1840,"Comedy, Drama, Ecchi, Romance, School",Shinkuukan
1055,Blame!,BLAME (ブラム!)???,,https://cdn.myanimelist.net/images/anime/2/2713.jpg,5.91,10439,34053,11910,6,24-10-2003,24-10-2003,ona,finished_airing,r+,375,"Action, Drama, Mecha, Psychological, Sci-Fi, Seinen, Survival, Suspense",Group TAC
1056,Good Morning Call,グッドモーニング・コール,,https://cdn.myanimelist.net/images/anime/1387/134249.webp,6.06,9662,7457,3926,1,02-08-2001,02-08-2001,ova,finished_airing,pg,1140,"Comedy, Drama, Romance, School, Shoujo","Production I.G, Trans Arts"
1057,Ippatsu Kiki Musume,イッパツ危機娘,,https://cdn.myanimelist.net/images/anime/6/34133.jpg,6.19,8979,7896,2959,16,05-10-1999,29-10-1999,tv,finished_airing,r+,225,"Action, Comedy, Ecchi",Group TAC
1058,Kidou Shinsengumi Moeyo Ken!!,機動新撰組　萌えよ剣,Moeyo Ken???,https://cdn.myanimelist.net/images/anime/2/29756.jpg,5.67,11607,2185,679,4,19-11-2003,18-02-2004,ova,finished_airing,pg_13,1501,"Adventure, Comedy, Historical","Trinet Entertainment, Picture Magic"
1059,Mutant Turtles: Choujin Densetsu-hen!!,ミュータント タートルズ 超人伝説編,,https://cdn.myanimelist.net/images/anime/12/44255.jpg,5.24,12936,3428,1648,2,21-05-1996,21-05-1996,ova,finished_airing,g,1710,"Action, Adventure, Anthropomorphic, Comedy, Martial Arts, Sci-Fi, Super Power","Bee Media, Tsuburaya Productions"
1060,Oruchuban Ebichu,おるちゅばんエビちゅ!!,,https://cdn.myanimelist.net/images/anime/4/79591.webp,7.37,2502,55570,20795,24,01-08-1999,01-10-1999,tv,finished_airing,r+,525,"Anthropomorphic, Comedy, Ecchi, Gag Humor, Pets, Seinen","Gainax, Group TAC"
1062,Nekojiru Gekijou Jirujiru Original,ねこぢる劇場 ぢるぢるORIGINAL,,https://cdn.myanimelist.net/images/anime/7/3818.webp,6.45,7463,12180,5405,27,09-07-1999,01-10-1999,tv,finished_airing,r,98,"Action, Anthropomorphic, Comedy",Kent House
1064,Mazinkaiser!!,マジンカイザー,Mazinkaiser!!,https://cdn.myanimelist.net/images/anime/1041/106091.jpg,7.32,2776,11882,4982,7,25-09-2001,20-09-2002,ova,finished_airing,r+,1686,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",Brain's Base
1065,Touch!!,タッチ,,https://cdn.myanimelist.net/images/anime/3/53087.jpg,7.98,,37725,11347,101,24-03-1985,22-03-1987,tv,finished_airing,pg_13,1520,"Drama, Love Polygon, Romance, School, Shounen, Sports, Team Sports",Group TAC
1066,Shakugan no Shana-tan,灼眼のシャナたん,,https://cdn.myanimelist.net/images/anime/7/16951.jpg,7.06,4116,35153,18037,4,25-01-2006,04-04-2007,special,finished_airing,pg_13,360,"Comedy, Parody",J.C.Staff
1067,Kishin Houkou Demonbane (TV),機神咆吼デモンベイン,,https://cdn.myanimelist.net/images/anime/1/1067.jpg,6.52,6992,37903,13808,12,19-05-2006,18-08-2006,tv,finished_airing,r,1500,"Action, Drama, Fantasy, Harem, Mecha, Romance, Sci-Fi",Viewworks
1068,Chou Denji Robo Combattler V???,超電磁ロボ コンバトラーＶ!!,,https://cdn.myanimelist.net/images/anime/1262/96449.jpg,6.73,5764,4584,1634,54,17-04-1976,28-05-1977,tv,finished_airing,pg_13,1500,"Adventure, Mecha, Sci-Fi","Sunrise, Toei Animation"
1069,Chou Denji Machine Voltes V,超電磁マシーン ボルテスV,Voltes V,https://cdn.myanimelist.net/images/anime/10/57603.webp,7.42,2314,8981,4300,40,04-06-1977,25-03-1978,tv,finished_airing,pg_13,1420,"Action, Adventure, Drama, Mecha, Sci-Fi","Sunrise, Toei Animation"
1070,Love Get Chu!!,ラブゲッCHU ～ミラクル声優白書～,,https://cdn.myanimelist.net/images/anime/11/52613.jpg,6.5,7095,9201,2417,25,05-04-2006,27-09-2006,tv,finished_airing,pg_13,1440,"Comedy, Romance, Showbiz",Radix
1071,Memories Off #5 Togireta Film The Animation???,Memories Off #5 とぎれたフィルム THE ANIMATION,,https://cdn.myanimelist.net/images/anime/8/4682.jpg,5.94,10321,3585,1508,1,29-03-2006,29-03-2006,ova,finished_airing,pg_13,1560,"Drama, Romance",Doga Kobo
1072,Sweat Punch,,Sweat Punch!!,https://cdn.myanimelist.net/images/anime/5/10292.jpg,7.27,2986,39414,16379,5,02-03-2002,01-07-2006,ova,finished_airing,r+,660,"Action, Fantasy, Historical, Mecha",Studio 4°C
1074,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,NARUTO ナルティメットヒーロー3 ついに激突! 上忍VS下忍!! 無差別大乱戦大会開催!!,Naruto: Finally a Clash!! Jounin vs. Genin!!!,https://cdn.myanimelist.net/images/anime/10/11244.webp,NaN,5518,83507,43285,1,22-12-2005,22-12-2005,ova,finished_airing,pg_13,1570,"Action, Shounen",Pierrot
1075,Netrun-mon the Movie,ねとらん者 THE MOVIE???,,https://cdn.myanimelist.net/images/anime/9/27246.jpg,5.24,12930,2846,1267,1,24-11-2004,24-11-2004,ova,finished_airing,pg_13,1795,"Comedy, Ecchi, Fantasy, Mahou Shoujo",Studio Hibari
1076,Wizardry???,ウィザードリィ!!,,https://cdn.myanimelist.net/images/anime/1409/99277.jpg,5.78,NaN,4234,2028,1,20-02-1991,20-02-1991,ova,finished_airing,r,3043,"Action, Adventure, Fantasy",TMS Entertainment
1078,Cardcaptor Sakura: Kero-chan ni Omakase!!!,ケロちゃんにおまかせ！???,Cardcaptor Sakura: Leave it to Kero! Theatrical Version!!,https://cdn.myanimelist.net/images/anime/13/28850.jpg,7.32,2734,32563,16616,1,15-07-2000,15-07-2000,movie,finished_airing,g,600,"Comedy, Gourmet, Shoujo",Madhouse
1079,Armitage III,アミテージ・ザ・サード!!,Armitage III!!,https://cdn.myanimelist.net/images/anime/1398/94072.webp,6.97,NaN,38284,14908,4,25-02-1995,25-11-1995,ova,finished_airing,r+,2006,"Action, Detective, Mecha, Mystery, Romance, Sci-Fi",AIC
1080,Sentou Yousei Yukikaze???,戦闘妖精雪風!!,Yukikaze!!,https://cdn.myanimelist.net/images/anime/7/32707.webp,7.19,3458,20996,7320,5,25-08-2002,26-08-2005,ova,finished_airing,pg_13,2220,"Action, Award Winning, Drama, Military, Psychological, Sci-Fi, Space, Suspense",Gonzo
1081,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,SPACE PIRATE CAPTAIN HERLOCK OUTSIDE LEGEND ~The Endless Odyssey~,,https://cdn.myanimelist.net/images/anime/1543/106174.jpg,7.3,,NaN,3146,13,21-12-2002,21-12-2003,ova,finished_airing,pg_13,1500,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",Madhouse
1082,Hikari to Mizu no Daphne???,光と水のダフネ,Daphne in the Brilliant Blue,https://cdn.myanimelist.net/images/anime/7/49131.jpg,6.74,5708,16935,5505,24,16-01-2004,03-07-2004,tv,finished_airing,pg_13,1440,"Comedy, Detective, Drama, Ecchi, Mystery, Psychological, Sci-Fi",J.C.Staff
1083,Ningen Kousaten,人間交差点,Human Crossing,https://cdn.myanimelist.net/images/anime/1887/136211.webp,6.3,8350,4468,930,NaN,06-04-2003,29-06-2003,tv,finished_airing,pg_13,1460,"Drama, Seinen",A.C.G.T.
1084,I''s???,フロムアイズ ～もうひとつの夏の物語～!!,I''s,https://cdn.myanimelist.net/images/anime/1/1084.webp,5.89,10589,10982,5026,2,09-12-2002,19-03-2003,ova,finished_airing,pg_13,1740,"Drama, Romance, Shounen","Pierrot, Arms"
1085,Interlude,インタールード,Interlude,https://cdn.myanimelist.net/images/anime/2/75602.jpg,6.34,8110,15214,5523,3,25-03-2004,27-08-2004,ova,finished_airing,r,2420,"Adventure, Horror, Mystery",Toei Animation
1086,Kenran Butou Sai: The Mars Daybreak!!,絢爛舞踏祭ザ･マーズ･デイブレイク!!,Mars Daybreak!!,https://cdn.myanimelist.net/images/anime/9/74046.webp,7.13,3764,23110,8366,26,01-04-2004,23-09-2004,tv,finished_airing,pg_13,1380,"Action, Adventure, Comedy, Mecha, Military, Romance, Sci-Fi",Bones
1087,Kimagure Orange☆Road,きまぐれオレンジ☆ロード,Kimagure Orange Road,https://cdn.myanimelist.net/images/anime/1960/142715.jpg,7.51,1928,51562,13785,48,06-04-1987,07-03-1988,tv,finished_airing,pg_13,1500,"Comedy, Drama, Romance, School, Shounen, Super Power",Pierrot
1088,Macross,超時空要塞マクロス,Super Dimension Fortress Macross,https://cdn.myanimelist.net/images/anime/1553/137717.webp,7.89,852,116708,38416,36,03-10-1982,26-06-1983,tv,finished_airing,pg_13,1520,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Tatsunoko Production
1089,Macross: Do You Remember Love?!!,超時空要塞マクロス -愛・おぼえていますか-,Super Dimension Fortress Macross: Do You Remember Love????,https://cdn.myanimelist.net/images/anime/1080/107017.webp,7.93,766,50813,24098,1,07-07-1984,07-07-1984,movie,finished_airing,r+,6900,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Tatsunoko Production
1090,Kidou Senshi Gundam I!!,劇場版　機動戦士ガンダム I　特別編,Mobile Suit Gundam I,https://cdn.myanimelist.net/images/anime/1915/128896.webp,7.24,,48648,28667,1,14-03-1981,14-03-1981,movie,finished_airing,pg_13,8365,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Sunrise
1091,Kidou Senshi Gundam II: Ai Senshi-hen,機動戦士ガンダムⅡ　哀・戦士編,Mobile Suit Gundam II: Soldiers of Sorrow,https://cdn.myanimelist.net/images/anime/1336/143747.jpg,7.33,2679,38886,23699,1,11-07-1981,11-07-1981,movie,finished_airing,pg_13,8025,"Action, Drama, Mecha, Military, Sci-Fi, Space",Sunrise
1092,Kidou Senshi Gundam III: Meguriai Sora-hen,機動戦士ガンダムⅢ　めぐりあい宇宙編,Mobile Suit Gundam III: Encounters in Space,https://cdn.myanimelist.net/images/anime/1318/128901.jpg,7.75,1160,38070,22637,1,13-03-1982,13-03-1982,movie,finished_airing,pg_13,8419,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Sunrise
1093,Oishinbo???,美味しんぼ???,,https://cdn.myanimelist.net/images/anime/1681/109663.webp,6.97,NaN,5426,1055,136,17-10-1988,17-03-1992,tv,finished_airing,pg_13,1400,"Comedy, Gourmet, Seinen, Slice of Life",Shin-Ei Animation
1094,One Piece: Umi no Heso no Daibouken-hen,ワンピース ルフィ落下!秘境・海のヘソの大冒険!!,One Piece: Adventure in the Ocean's Navel???,https://cdn.myanimelist.net/images/anime/6/20923.jpg,7.15,3659,NaN,20354,1,20-12-2000,20-12-2000,tv_special,finished_airing,pg_13,2960,"Action, Adventure, Fantasy, Shounen",Toei Animation
1095,Kidou Keisatsu Patlabor the Movie!!,機動警察パトレイバー the Movie???,Patlabor: The Movie!!,https://cdn.myanimelist.net/images/anime/5/74786.webp,7.56,1738,51931,21906,1,15-07-1989,15-07-1989,movie,finished_airing,pg_13,5940,"Action, Adult Cast, Drama, Mecha, Military","Production I.G, Studio Deen"
1096,Kidou Keisatsu Patlabor 2 the Movie!!,機動警察パトレイバー2 the Movie???,Patlabor 2: The Movie,https://cdn.myanimelist.net/images/anime/6/74764.webp,8,675,41798,18294,1,07-08-1993,07-08-1993,movie,finished_airing,pg_13,6810,"Action, Award Winning, Detective, Drama, Mecha, Military, Mystery, Sci-Fi",Production I.G
1097,Lime-iro Senkitan!!,らいむいろ戦奇譚,,https://cdn.myanimelist.net/images/anime/6/75503.webp,5.86,10705,11998,3825,13,04-01-2003,29-03-2003,tv,finished_airing,r+,1598,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",Studio Hibari
1098,Samurai Girl Real Bout High School!!,SAMURAI GIRL　リアルバウトハイスクール???,Samurai Girl Real Bout High School,https://cdn.myanimelist.net/images/anime/8/15419.webp,5.9,10537,11247,4551,13,30-07-2001,22-10-2001,tv,finished_airing,pg_13,1400,"Action, Comedy, Fantasy, Martial Arts, School",Gonzo
1099,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,SHADOW SKILL ～クルダ流交殺法の秘密～,,https://cdn.myanimelist.net/images/anime/10/85750.jpg,5.81,10984,2506,NaN,1,10-02-2004,10-02-2004,ova,finished_airing,pg_13,3600,"Action, Adventure, Drama, Fantasy, Martial Arts, Shounen, Super Power",
1100,Soreyuke! Uchuu Senkan Yamamoto Youko???,それゆけ！宇宙戦艦ヤマモト・ヨーコ,Starship Girl Yamamoto Yohko???,https://cdn.myanimelist.net/images/anime/1728/133610.jpg,6.05,9724,6509,1600,3,06-03-1996,05-06-1996,ova,finished_airing,pg_13,1800,"Adventure, Comedy, Sci-Fi",J.C.Staff
1101,Tenchi Muyou! Manatsu no Eve,天地無用！真夏のイヴ,Tenchi the Movie 2: Daughter of Darkness!!,https://cdn.myanimelist.net/images/anime/8/61319.webp,7.09,3961,16494,8436,NaN,02-08-1997,02-08-1997,movie,finished_airing,r+,3540,"Action, Comedy, Sci-Fi, Space",AIC
1102,Urda???,ウルダ,,https://cdn.myanimelist.net/images/anime/4/33543.jpg,4.42,13778,4393,NaN,5,05-01-2002,05-01-2003,ona,finished_airing,pg_13,360,"Action, Historical, Military, Sci-Fi",Romanov Films
1103,Shinkon Gattai Godannar!!,,Marriage of God & Soul Godannar!!!!,https://cdn.myanimelist.net/images/anime/11/75451.webp,6.63,6350,22750,5553,13,01-10-2003,24-12-2003,tv,finished_airing,pg_13,1442,"Comedy, Ecchi, Mecha, Romance, Sci-Fi","OLM, AIC ASTA"
1104,Shinkon Gattai Godannar!! 2nd Season,神魂合体ゴーダンナー!! SECOND SEASON,Marriage of God & Soul Godannar!! 2nd Season,https://cdn.myanimelist.net/images/anime/7/50669.jpg,6.89,4928,9836,3803,13,06-04-2004,29-06-2004,tv,finished_airing,pg_13,1442,"Comedy, Ecchi, Mecha, Romance, Sci-Fi","OLM, AIC ASTA"
1105,Digital Juice!!,,,https://cdn.myanimelist.net/images/anime/12/17437.webp,5.46,12331,6890,NaN,6,25-01-2002,25-01-2002,ova,finished_airing,r+,230,"Comedy, Psychological",Studio 4°C
1106,Eikyuu Kazoku,永久家族!!,Eternal Family,https://cdn.myanimelist.net/images/anime/7/10210.jpg,5.86,NaN,11028,4422,1,01-04-1997,01-04-1997,movie,finished_airing,pg_13,1680,"Comedy, Psychological",Studio 4°C
1107,Youjuu Toshi,妖獣都市???,Wicked City,https://cdn.myanimelist.net/images/anime/2/50021.jpg,6.44,7493,61742,24208,1,25-04-1987,25-04-1987,movie,finished_airing,r+,4932,"Action, Adventure, Drama, Gore, Horror, Mythology, Super Power",Madhouse
1108,Senkaiden Houshin Engi!!,仙界伝 封神演義???,Soul Hunter,https://cdn.myanimelist.net/images/anime/1004/94169.webp,7.06,NaN,18292,7244,26,03-07-1999,25-12-1999,tv,finished_airing,pg_13,1440,"Action, Adventure, Fantasy, Mythology, Shounen",Studio Deen
1109,Monster Extra: Hottan,モンスター EXTRA!!,,https://cdn.myanimelist.net/images/anime/5/10372.webp,6.64,6278,11891,4860,1,21-09-2004,21-09-2004,tv_special,finished_airing,r,1460,"Adult Cast, Drama, Mystery, Psychological, Seinen, Suspense",Madhouse
1110,Mermaid Melody Pichi Pichi Pitch Pure,マーメイドメロディーぴちぴちピッチピュア???,,https://cdn.myanimelist.net/images/anime/11/9778.webp,7.22,3268,47684,25304,39,03-04-2004,25-12-2004,tv,finished_airing,pg,1460,"Adventure, Comedy, Fantasy, Mahou Shoujo, Music, Romance, Shoujo","Actas, Synergy Japan"
1111,Vandread: Gekitou-hen???,ヴァンドレッド　激闘篇,,https://cdn.myanimelist.net/images/anime/13/23643.webp,6.86,5092,NaN,3248,1,25-10-2002,25-10-2002,ova,finished_airing,pg_13,5177,"Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",Gonzo
1112,Vandread: Taidou-hen,ヴァンドレッド 胎動篇???,,https://cdn.myanimelist.net/images/anime/10/75448.jpg,6.76,5567,NaN,3339,1,21-01-2001,21-01-2001,ova,finished_airing,pg_13,4731,"Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",Gonzo
1113,One: Kagayaku Kisetsu e - True Stories,ONE ～輝く季節へ～ True Stories!!,,https://cdn.myanimelist.net/images/anime/4/41603.webp,6.21,,4151,1675,3,21-11-2003,28-05-2004,ova,finished_airing,rx,1800,Hentai,Arms
1115,Handsome Girl!!,ハンサムな彼女,Handsome Girl???,https://cdn.myanimelist.net/images/anime/10/34835.webp,5.6,11894,5064,2261,1,21-01-1992,21-01-1992,ova,finished_airing,pg_13,2178,"Romance, Shoujo, Showbiz",J.C.Staff
1116,Junkers Come Here???,ユンカース・カム・ヒア,,https://cdn.myanimelist.net/images/anime/1343/100456.jpg,7.13,,7602,2688,NaN,18-03-1995,18-03-1995,movie,finished_airing,g,5998,"Award Winning, Drama",Triangle Staff
1117,Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,ポケットモンスター 幻のポケモンルギア爆誕!!,Pokémon: The Movie 2000!!,https://cdn.myanimelist.net/images/anime/11/41801.jpg,7.35,2627,197639,128817,1,17-07-1999,17-07-1999,movie,finished_airing,pg,4840,"Adventure, Comedy, Fantasy, Kids",OLM
1118,Pokemon Movie 03: Kesshoutou no Teiou Entei,ポケットモンスター 結晶塔の帝王 ENTEI???,Pokémon 3: The Movie,https://cdn.myanimelist.net/images/anime/7/80288.webp,7.09,3988,185071,118675,1,08-07-2000,08-07-2000,movie,finished_airing,pg,4380,"Action, Adventure, Comedy, Drama, Fantasy, Kids",OLM
1119,Pokemon Movie 04: Celebi Toki wo Koeta Deai???,ポケットモンスター セレビィ 時を越えた遭遇（であい）???,Pokémon 4Ever,https://cdn.myanimelist.net/images/anime/2/41799.webp,6.91,4814,160966,NaN,NaN,07-07-2001,07-07-2001,movie,finished_airing,pg,4741,"Adventure, Comedy, Drama, Fantasy, Kids",OLM
1120,Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios,ポケットモンスター 水の都の護神 ラティアスとラティオス,Pokémon Heroes???,https://cdn.myanimelist.net/images/anime/2/21317.webp,7.17,3581,125324,78311,NaN,13-07-2002,13-07-2002,movie,finished_airing,pg,4440,"Adventure, Comedy, Drama, Fantasy, Kids",OLM
1121,Pokemon Movie 06: Nanayo no Negaiboshi Jirachi,ポケットモンスター・アドバンスジェネレーション  七夜の願い星 ジラーチ,Pokémon: Jirachi — Wish Maker,https://cdn.myanimelist.net/images/anime/13/75733.jpg,6.75,5665,102988,63270,1,19-07-2003,19-07-2003,movie,finished_airing,pg,4860,"Adventure, Comedy, Drama, Fantasy, Kids",OLM
1122,Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,,Pokémon: Destiny Deoxys!!,https://cdn.myanimelist.net/images/anime/9/21313.webp,NaN,4551,120229,74378,NaN,17-07-2004,17-07-2004,movie,finished_airing,pg,5880,"Action, Adventure, Comedy, Fantasy, Kids, Sci-Fi",OLM
1123,Bouken Ou Beet Excellion,冒険王ビィト エクセリオン,Beet the Vandel Buster Excellion!!,https://cdn.myanimelist.net/images/anime/4/21570.webp,6.68,NaN,8537,3925,25,06-10-2005,30-03-2006,tv,finished_airing,pg,1440,"Action, Adventure, Fantasy, Shounen",Toei Animation
1124,Seikai no Danshou: Tanjou,星界の断章 “誕生”,Crest of the Stars: Birth,https://cdn.myanimelist.net/images/anime/12/61103.jpg,7.04,4242,9195,4295,1,25-08-2000,25-08-2000,tv_special,finished_airing,pg_13,1500,"Military, Romance, Sci-Fi, Space",Sunrise
1126,Figure 17: Tsubasa & Hikaru,フィギュア17 つばさ&ヒカル,,https://cdn.myanimelist.net/images/anime/1862/133787.webp,7.19,3448,15124,3993,13,27-05-2001,26-05-2002,tv,finished_airing,pg_13,2820,"Sci-Fi, Slice of Life",OLM
1127,UFO Princess Valkyrie,円盤皇女ワるきゅーレ!!,UFO Ultramaiden Valkyrie,https://cdn.myanimelist.net/images/anime/1787/133829.jpg,6.69,6009,22039,8128,12,04-07-2002,19-09-2002,tv,finished_airing,r+,1400,"Comedy, Ecchi, Sci-Fi",TNK
1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,円盤皇女ワるきゅーレ 十二月の夜想曲???,UFO Ultramaiden Valkyrie 2: December Nocturne,https://cdn.myanimelist.net/images/anime/8/22374.webp,6.91,4797,10684,4856,12,04-10-2003,20-12-2003,tv,finished_airing,r+,1400,"Comedy, Romance, Sci-Fi",TNK
1129,UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,円盤皇女ワるきゅーレ 七転八倒 花嫁修行,,https://cdn.myanimelist.net/images/anime/1915/133830.webp,6.8,5399,4288,1947,NaN,23-08-2003,23-08-2003,special,finished_airing,pg_13,1440,"Comedy, Romance, Sci-Fi",TNK
1130,Windaria!!,"ウインダリア, 童話めいた戦史ウインダリア",Once Upon a Time,https://cdn.myanimelist.net/images/anime/12/25497.jpg,6.46,7387,NaN,4421,1,19-07-1986,19-07-1986,movie,finished_airing,r+,6044,"Action, Drama, Fantasy, Romance, Sci-Fi","Kaname Productions, Idol"
1132,Digimon Frontier???,デジモンフロンティア,Digimon Frontier,https://cdn.myanimelist.net/images/anime/1048/117727.webp,7.17,3536,NaN,99604,50,07-04-2002,30-03-2003,tv,finished_airing,pg,1380,"Action, Adventure, Comedy, Drama, Fantasy, Isekai",Toei Animation
1133,Tenchi Muyou! GXP,,,https://cdn.myanimelist.net/images/anime/2/20295.jpg,7.14,3726,32887,15291,NaN,02-04-2002,25-09-2002,tv,finished_airing,pg_13,1425,"Action, Comedy, Detective, Harem, Mecha, Sci-Fi, Space",AIC
1135,Munto: Toki no Kabe wo Koete,MUNTO 時の壁を越えて???,Munto 2: Beyond the Walls of Time,https://cdn.myanimelist.net/images/anime/12/46865.webp,6.93,4730,13267,5815,1,29-04-2005,29-04-2005,ova,finished_airing,pg_13,3600,"Action, Fantasy, Super Power",Kyoto Animation
1136,Betterman,ベターマン!!,,https://cdn.myanimelist.net/images/anime/1157/91069.jpg,6.58,6653,NaN,4888,26,02-04-1999,01-10-1999,tv,finished_airing,r,1440,"Action, Adventure, Drama, Horror, Mecha, Mystery, Psychological, Sci-Fi",Sunrise
1137,Mushrambo,マシュランボー,Shinzo!!,https://cdn.myanimelist.net/images/anime/4/87702.webp,6.93,4731,17281,8588,32,05-02-2000,23-09-2000,tv,finished_airing,pg,1397,"Adventure, Drama, Fantasy, Sci-Fi",Toei Animation
1138,Medarot!!,メダロット,Medabots,https://cdn.myanimelist.net/images/anime/1778/133514.webp,7.09,3977,61792,34139,52,02-07-1999,30-06-2000,tv,finished_airing,pg,1475,"Adventure, Comedy, Kids, Sci-Fi, Shounen",Bee Train
1139,Monkey Magic,モンキーマジック!!,,https://cdn.myanimelist.net/images/anime/10/87838.jpg,5.91,10485,1071,349,13,20-09-1998,13-12-1998,tv,finished_airing,pg,1500,"Adventure, Fantasy, Kids",Group TAC
